Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/7/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Bur Dubai,46417,PRIME MEDICAL STORE LLC DUBAI,46417,Private,"3,376.50 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Sharjah-Dibba,60541,AL SALAMA PHARMACY - FUJ,60541,Private,270.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Dubai,95722,CITY PHARMACY L.L.C,95722,Private,400.95 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Dubai,124101,SWT PHARMACY LLC,124101,Private,160.38 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Deira Dubai,1466,AL RASHIDYA PHY-DEIRA,1466,Private,160.38 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"8,019.00 AED",100.000 EA,11.000 EA,111.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Ras Al Khaima,52829,ARABIAN HEALTHCARE HOSPITAL RAK,52829,Private,"4,009.50 AED",50.000 EA,3.000 EA,53.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Abudhabi Off,Abu Dhabi,19243,CARE PHARMACY - ABU DHABI,19243,Private,80.19 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360061,CRESTOR 20MG OF 28'S,MPC Dubai Sales Off,Deira Dubai,79749,MED X PHARMACY LLC  - NADAL HAMAR B,79749,Private,325.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"9,707.00 AED",100.000 EA,10.000 EA,110.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,1320,AL FAJER PHY-SHJ,1320,Private,97.07 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,1409,AL MUTAWA PHY-SHJ,1409,Private,291.21 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"9,707.00 AED",100.000 EA,11.000 EA,111.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,81067,ORIANA PHARMACY-SHARJAH,81067,Private,"19,414.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,110286,AL WASFA PHARMACY LLC,110286,Private,582.42 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Ras Al Khaima,52829,ARABIAN HEALTHCARE HOSPITAL RAK,52829,Private,"9,707.00 AED",100.000 EA,6.000 EA,106.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"130,340.00 AED","2,660.000 EA",,"2,660.000 EA"
7.2022,ASTRA ZENECA,7/7/2022,M360063,CRESTOR 40MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"4,220.50 AED",25.000 EA,2.000 EA,27.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,87684,DANAT AL SHARQ PHARMACY LLC- SHJ,87684,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,49789,DR.SULAIMAN AL HABIB HOSPITAL FZ LL,49789,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,114586,LIFE PHARMACY 48 (L.G),114586,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"9,074.00 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,120344,HALA PHARMACY LLC - BR 56 (L.G),120344,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Ras Al Khaima,122354,THE HOUSE OF MEDICINE PHARMACY LLC,122354,Private,-362.96 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,425,NEW MEDICAL CENTRE TRADING LTD,425,Private,"27,222.00 AED",75.000 EA,,75.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Dubai,87266,AL JALILA CHILDREN'S SPECIALITY,87266,Institutional,"33,760.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Dubai,91933,SUPER CARE PHY FESTIVAL CITY,91933,Private,844.10 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,"2,025.84 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,46417,PRIME MEDICAL STORE LLC DUBAI,46417,Private,"84,410.00 AED",500.000 EA,20.000 EA,520.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"59,087.00 AED",350.000 EA,,350.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,425,NEW MEDICAL CENTRE TRADING LTD,425,Private,"135,056.00 AED",800.000 EA,,800.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,75608,VISAGE PHARMACY LLC,75608,Private,"1,012.92 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Al Ain,87552,ROYAL CARE PHARMACY,87552,Private,337.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"46,810.00 AED","1,000.000 EA",,"1,000.000 EA"
7.2022,ASTRA ZENECA,7/7/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"4,681.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Ras Al Khaima,52829,ARABIAN HEALTHCARE HOSPITAL RAK,52829,Private,"4,681.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Abudhabi Off,Abu Dhabi,412,LANDMARK PLAZA PHARMACY - ABU DHABI,412,Private,280.86 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Abudhabi Off,Abu Dhabi,425,NEW MEDICAL CENTRE TRADING LTD,425,Private,"14,043.00 AED",300.000 EA,,300.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360186,IMFINZI 500MG/10ML,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"182,832.12 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360201,FASENRA INJ 30MG/ML PFP,MPC Dubai Sales Off,Dubai,71797,AL ZAHRA HOSPITAL - DUBAI,71797,Private,"10,310.18 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360201,FASENRA INJ 30MG/ML PFP,MPC Dubai Sales Off,Bur Dubai,31933,UNITED MEDICAL SUPPLIES (UNIMED)LLC,31933,Private,"51,550.90 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360201,FASENRA INJ 30MG/ML PFP,MPC Abudhabi Off,Abu Dhabi,113432,BURJEEL MEDICAL CITY PHARMACY LLC,113432,Private,"10,310.18 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/7/2022,M360202,SYMBICORT RAPIHALER 160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Bur Dubai,46417,PRIME MEDICAL STORE LLC DUBAI,46417,Private,"15,029.00 AED",100.000 EA,3.000 EA,103.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Dubai,86991,MED X PHARMACY L.L.C,86991,Private,979.16 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Abu Dhabi,370,CITY PHARMACY-AUH,370,Private,"1,223.95 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Abu Dhabi,72671,VPS DRUG STORE LLC,72671,Private,"3,671.85 AED",15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Al Ain,158,AL AIN PHARMACY LLC,158,Private,979.16 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Al Ain,114391,AL TAJ PHARMACY,114391,Private,244.79 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350760,CASODEX 50MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,79886,ASTER HOSPITAL- DUBAI,79886,Private,"5,186.16 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Sharjah,110286,AL WASFA PHARMACY LLC,110286,Private,626.76 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,47465,AL SHAM PHARMACY -AUH,47465,Private,"1,671.36 AED",8.000 EA,,8.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,51409,ABU DHABI PHARMACY L.L.C,51409,Private,"1,044.60 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350765,FORXIGA 5MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"26,323.92 AED",126.000 EA,,126.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,3581,DUBAI HEALTH AUTHORITY,3581,Institutional,"5,525.52 AED",858.000 EA,,858.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,76884,MURIAT PHARMACY (FAITH G),76884,Private,48.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,110574,NAHDI DRUG STORE L.L.C,110574,Private,-288.72 AED,-12.000 EA,,-12.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Ajman,55619,AL EMAN PHARMACY - AJM,55619,Private,"1,251.12 AED",52.000 EA,,52.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,51409,ABU DHABI PHARMACY L.L.C,51409,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,61028,ALPHA PHARMACY,61028,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,75516,HAMEEM PHARMACY,75516,Private,240.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,721.80 AED,30.000 EA,,30.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350797,BETALOC 1MG/ML INJ 5MLx5,MPC Abudhabi Off,Abu Dhabi,116829,RAFED HEALTHCARE SUPPLIES LLC,116829,Institutional,921.19 AED,24.000 EA,,24.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,79898,NEW AL KANZ PHARMACY (L.G),79898,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,85769,LIFE AL RIQQA PHY LLC-(L.G),85769,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,87694,LIFE PHY 3 LLC DCC -(L.G),87694,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,116405,Life Pharmacy 69(Br L.G) LLC,116405,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,119545,LIFE PHARMACY 76 ( BR OF L.G ),119545,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,120282,LIFE PHARMACY 79 (L.G),120282,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,120353,LIFE PHARMACY 65 L.G ( BR OF LIFE,120353,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,121176,LIFE PHARMACY 95 (BR OF LIFE PHARMA,121176,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,121878,UNITED PHARMACY (BR OF UNITED PHARM,121878,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,122947,LIFE PHARMACY 87 (BR OF LIFE PHARMA,122947,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,10058,YARA PHY - (L.G),10058,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,27657,MOTHER PHY-DEIRA,27657,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,40775,LIFE PHARMACY LLC -DUBAI BR(L.G),40775,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,53388,OASIS LIFE PHARMACY-(L.G),53388,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,55620,MEDICOM 16 PHY-DXB-RL.GP,55620,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,70442,NEW MAMZAR PHARMACY(L.G),70442,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,70484,NEW GRAND MURQABAT PHY (L.G),70484,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,78480,LIFE MURAQABAT PHY(L.G),78480,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,79644,LIFE ROSE PHY L.L.C(L.G),79644,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,90681,LIFE PHARMACY 5 LLC - DFC-(L.G),90681,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,115802,LIFE PHARMACY 55 (L.G),115802,Private,-12.66 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,1467,ROYAL PHARMACY (L.G),1467,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,1511,SAMEER PHARMACY LLC (L.G),1511,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,21156,DOHA PHARMACY (L.G),21156,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,38917,NEW DOHA PHARMACY - DXB(L.G),38917,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,41110,NATURE`S LIFE PHY -(L.G),41110,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"6,330.00 AED",500.000 EA,,500.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,48877,LIFE HOME HEALTH CARE FZ (L.G),48877,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,49045,GOLDEN LIFE PHARMACY- (L.G),49045,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,49111,SUPER LIFE PHARMACY (LLC)(L.G),49111,Private,-50.64 AED,-4.000 EA,,-4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,59657,ROYAL GRAND PHARMACY(L.G),59657,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,60339,DREAM PHARMACY B.DXB(L.G),60339,Private,-139.26 AED,-11.000 EA,,-11.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,61512,LIFE AL KARAMA PHARMACY(L.G),61512,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,73950,REAL ONE PHARMACY(L.G),73950,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,73987,JBR MURJAN PHY B.DXB(L.G),73987,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,74022,JBR BAHAR PHARMACY(L.G),74022,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,74178,NEW MAZAYA PHY B.DXB(L.G),74178,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,76641,REAL 3 PHY B:DXB(L.G),76641,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,76645,NEW GRAND 1 PHY B.DXB(L.G),76645,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,78478,LIFE PEARL PHY-(L.G),78478,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,78483,HALA PHARMACY 15 LLC (L.G),78483,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,90684,LIFE ALYALAYIS 1 PHARMACY(L.G),90684,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,90854,LIFE ALBARSHA PHY SOUTH FOURTH(L.G),90854,Private,189.90 AED,15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,91351,LIFE AL HAMRIYA (L.G),91351,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,91698,KARAMA LIFE PHARMACY-(L.G),91698,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,99712,C C S LIFE PHARMACY (L.G),99712,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,107329,LIFE PHARMACY D F C (L.G),107329,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,111216,FESTIVAL LIFE PHARMACY (L.G),111216,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,111228,LIFE PHARMACY 16 (L.G),111228,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,112401,LIFE PHARMACY 19 (L.G),112401,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,117216,LIFE PHARMACY 23 (L.G),117216,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/12/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,118199,LIFE PHARMACY 47 (L.G),118199,Private,12.66 AED,1.000 EA,,1.000 EA
